field_1,Codigo,Nombre,Elevacion,Lat,Lon,Norte,Este
"548","26100410",GALICIA,"1191",4.171888890000000,-76.056388889999994,2019650.953335,4660771.039952
"549","29040260",CANDELARIA,"4",10.455111110000001,-74.886888889999994,2713935.984646,4793547.225962
"550","23190580",SAN DANIEL HACIENDA,"75",8.088749999999999,-73.618777780000002,2451852.846855,4931852.019297
"551","23110030",PUERTO NINO,"1747",5.937527780000000,-74.588444440000004,2214337.747398,4824236.013108
"552","29030050",SAN ESTANISLAO,"20",10.404111110000001,-75.161833329999993,2708488.615757,4763413.229793
"553","21250100",ESTRELLA LA,"331",4.761833330000000,-74.898694440000000,2084466.349792,4789493.236391
"554","23190520",DORADA LA,"271",7.995555560000000,-73.439722219999993,2441528.233619,4951561.374614
"555","25021350",MOMPOS,"20",9.262777780000000,-74.435555559999997,2581862.066709,4842375.233428
"556","22050040",ATACO,"468",3.928055560000000,-75.379166670000004,1992426.559493,4735906.076669
"557","25021380",SAN ROQUE ALERTAS,"24",9.071666670000001,-74.153333329999995,2560624.801626,4873300.114896
"558","27020220",LLANOS D CUIBA LOS,"2750",6.813611110000000,-75.483861110000007,2311598.506728,4725573.284242
"559","29030140",SAN JOSE,"20",10.439444440000001,-75.108333329999994,2712356.782835,4769296.706079
"560","21190330",NUNEZ,"1950",3.905861110000000,-74.509694440000004,1989748.885380,4832444.123725
"561","24030200",SAN JOAQUIN,"20",6.426416670000000,-72.873833329999997,2268108.967553,5013945.988392
"562","21201200",ESCUELA LA UNION - AUT,"3320",4.342944440000000,-74.183888890000006,2037995.259467,4868681.814879
"563","23190300",PICACHO EL,"3310",7.110000000000000,-72.966388890000005,2343644.189598,5003710.020495
"564","23085110",PENOL EL,"247",6.214222220000000,-75.241305560000001,2245184.991094,4752091.582096
"565","21245010",PERALES HATO OPIA,"826",4.429666670000000,-75.200522219999996,2047836.823011,4755901.521565
"566","24010840",PANELAS,"3195",5.634381110000000,-73.386470560000006,2180603.006564,4957218.696782
"567","26120120",CAMELIA LA,"124",4.331555560000000,-75.834833329999995,2037222.220671,4685447.149318
"568","21250480",SANTA BARBARA,"3371",4.906611110000000,-75.220194440000000,2100581.763101,4753884.650065
"569","25025300",SEIS EL,"50",9.683666669999999,-74.322277779999993,2628340.569957,4854992.148790
"570","24030800",CASA AMARILLA,"3200",5.533805560000000,-73.163499999999999,2169478.102881,4981897.993249
"571","24035150",BELENCITO,"2530",5.781583330000000,-72.894305560000006,2196855.300599,5011697.039064
"572","25015010",CENTRO ALEGRE,"170",8.180777780000000,-75.632277779999995,2462919.063887,4710071.835692
"573","29060160",ENANO EL,"25",10.902194440000001,-74.189472219999999,2762987.465847,4870058.124300
"574","28020440",SANTA TERESA HACIENDA,"80",9.917027780000000,-73.286138890000004,2653863.157760,4968644.968635
"575","25020400",LIBRA ARRIBA,"180",9.320555560000001,-75.303611110000006,2588753.310246,4747063.972122
"576","29030320",ROCHA,"5",10.100833330000000,-75.402500000000003,2675131.910886,4736810.825340
"577","21110400",SANTA HELENA,"1160",2.851138890000000,-75.108194440000005,1873276.996985,4765739.989605
"578","21250500",LIBANO,"1649",4.921888890000000,-75.075861110000005,2102219.612485,4769896.876051
"579","28010090",PATILLAL,"450",10.703861110000000,-73.211611110000007,2740819.514888,4976869.231386
"580","25021370",SAN LUIS,"20",8.881666670000000,-74.708055560000005,2539858.457647,4812248.676652
"581","26025100",TUNIA,"1822",2.674472220000000,-76.526333330000000,1854106.437328,4607940.613453
"582","28010020",DESCANSO EL,"160",10.480111109999999,-73.237194439999996,2716091.758735,4974053.938426
"583","26150160",ESPERANZA LA,"3341",5.017833330000000,-75.356555560000004,2112933.173843,4738804.170642
"584","21215130",CUCUANA HACIENDA,"2229",4.341388890000000,-75.518583329999998,2038185.777353,4720565.761013
"585","28010040",MANAURE,"740",10.391388890000000,-73.025277779999996,2706276.322609,4997234.155400
"586","21050230",SAN ANDRES,"1595",2.581805560000000,-76.046805559999996,1843710.333847,4661284.101804
"587","27011120",IGUANA LA,"2300",6.316277780000000,-75.657527779999995,2256687.279487,4706080.935031
"588","21135050",JULIA LA,"1691",3.098777780000000,-75.530027779999998,1900759.536691,4718901.196275
"589","28025020",RINCON EL,"350",10.271388890000001,-73.131388889999997,2693016.571703,4985618.222192
"590","22050090",MOLINO MURRA,"324",3.923138890000000,-75.021194440000002,1991778.345941,4775658.549228
"591","21210130",DELICIAS LAS,"295",4.380333330000000,-75.511750000000006,2042490.430606,4721338.763094
"592","25025270",UNISUCRE,"160",9.316388890000001,-75.387500000000003,2588353.587883,4737844.879007
"593","22020050",SANTIAGO PEREZ,"732",3.395222220000000,-75.604500000000002,1933567.446510,4710705.810561
"594","21190240",OSPINA PEREZ,"1450",4.081611110000000,-74.488722220000000,2009170.100038,4834807.446977
"595","26110120",VILLA NUEVA,"1341",4.971083330000000,-76.038527779999995,2108072.129158,4663129.433377
"596","25021300",LIMON EL,"20",9.273888890000000,-74.646388889999997,2583190.757093,4819225.614035
"597","28035020",CALLAO EL,"110",10.363055559999999,-73.319444439999998,2703162.290624,4965043.708038
"598","25020880",BARRANCO DE LOBA,"25",8.946666670000003,-74.110555559999995,2546793.546484,4877958.115869
"599","23110040",TRIQUE EL,"179",5.880888890000000,-74.568341669999995,2208070.634130,4826443.320710
"600","21201050",LOURDES,"2750",4.982888890000000,-73.864666670000005,2108664.799482,4904180.208319
"601","25020760",SANTIAGO APOSTOL,"25",9.004722220000000,-74.940555560000007,2553590.848619,4786754.882065
"602","21010050",SAN JOSE DE ISNOS,"1720",1.931583330000000,-76.214916669999994,1771801.319664,4642416.727997
"603","25025090",AEROPUERTO LAS FLORES,"34",9.046333330000000,-73.970833330000005,2557766.136460,4893343.261276
"604","25021200",NEGRITOS LOS,"26",9.026666669999999,-74.079444440000003,2555625.916908,4881403.417778
"605","26035030",AEROPUERTO G L VALENCIA,"1752",2.452888890000000,-76.608750000000001,1829602.048739,4598696.262710
"606","23205030",SANTA ROSA D SIMITI,"650",7.965277780000000,-74.059166669999996,2438305.937054,4883311.115537
"607","21201060",PANTANO REDONDO 1,"3160",5.043250000000000,-74.033388889999998,2115362.337784,4885491.581150
"608","21105040",POTOSI HACIENDA,"680",2.696805560000000,-75.298888890000001,1856251.766430,4744506.172820
"609","29060340",PALMOR EL,"1200",10.773444440000000,-74.025638889999996,2748689.781936,4887909.839294
"610","24010670",SUCRE,"2270",5.919722220000000,-73.796388890000003,2212181.356442,4911883.762463
"611","22020040",CASA DE ZINC,"1737",3.285805560000000,-75.587500000000006,1921460.634225,4712563.501949
"612","26105140",BARRAGAN,"332",4.033055560000000,-75.888027780000002,2004220.967429,4679418.262148
"613","23205050",CANELOS,"750",7.885416670000000,-74.240972220000003,2429534.455252,4863252.337352
"614","21010190",ALTO DEL OBISPO,"1700",1.848944440000000,-76.249722219999995,1762663.398792,4638524.155253
"615","21050240",SANTA TERESA,"1600",2.460611110000000,-76.054194440000003,1830302.678235,4660430.419659
"616","22010010",HERRERA,"1620",3.287833330000000,-75.815416670000005,1921753.478913,4687226.082963
"617","25020420",VARAS LAS,"60",8.387694440000002,-74.563000000000002,2485179.332764,4827973.599982
"618","27025030",ANORI,"1601",7.071916670000000,-75.150527780000004,2339984.564750,4762549.150653
"619","29030270",LOMA GRANDE,"15",10.433833330000001,-75.131583329999998,2711753.298375,4766747.304188
"620","26070110",ZAPATA LA,"119",3.527194440000000,-76.210833330000000,1948374.738503,4643343.065643
"621","24055030",ZAPATOCA,"1810",6.792777780000000,-73.282749999999993,2308599.457168,4968768.776386
"622","27010890",CUEVA SANTA,"1550",6.959000000000000,-75.038361109999997,2327443.502305,4774885.019807
"623","28010340",VILLANUEVA,"340",10.615833329999999,-72.981944440000007,2731082.474853,5001974.178522
"624","23025040",ALBANIA,"788",5.285697220000000,-74.902638890000006,2142383.196938,4789224.236011
"625","25020920",PRIMAVERA LA,"500",9.216666670000000,-73.416666669999998,2576474.873678,4954248.011246
"626","26170290",RIOSUCIO,"1946",5.424777780000000,-75.730249999999998,2158110.135525,4697551.026306
"627","23195090",VIVERO SURATA,"1725",7.365833330000000,-72.987499999999997,2371914.534999,5001378.982606
"628","25021210",TREMENTINO,"136",8.817944440000000,-75.474194440000005,2533285.092392,4727944.565174
"629","24035240",SIERRA NEVAD COCUY,"3716",6.410083330000000,-72.375194440000001,2266344.464792,5069067.141851
"630","21205980",PROVIDENCIA GRANJA,"2560",4.792388890000000,-74.200916669999998,2087669.483397,4866875.724683
"631","23080390",SANTO DOMINGO,"2100",6.468305560000000,-75.163805560000000,2273245.006590,4760785.104591
"632","29030450",CALMA LA,"60",9.932972220000000,-75.262388889999997,2656456.614237,4752039.918074
"633","23050100",SAN MIGUEL,"1751",5.730750000000000,-74.726083329999994,2191524.734071,4808931.663727
"634","24030950",MALAGA 2,"2237",6.706388890000000,-72.729722219999999,2299052.495665,5029858.883739
"635","28020080",PLAYAS LAS HACIENDA,"60",9.848083330000000,-73.462194440000005,2646264.983575,4949341.972650
"636","21085040",TERPEYA COLOMBIA,"1650",2.662805560000000,-75.665555560000001,1852574.262419,4703719.941445
"637","28025070",MOTILONIA CODAZZI,"180",10.001805559999999,-73.249388890000006,2663229.556902,4972679.104194
"638","22020030",GAITANIA,"1476",3.092000000000000,-75.674027780000003,1900049.181902,4702888.860681
"639","26195030",JARDIN EL,"25",5.587722220000000,-75.800555560000006,2176171.717854,4689841.338411
"640","29065020",PADELMA,"20",10.721111110000001,-74.199722219999998,2742973.564767,4868859.588877
"641","26100700",PARDO,"1314",4.087250000000000,-76.100805559999998,2010304.716093,4655799.927964
"642","23125120",CIMITARRA,"198",6.308611110000000,-73.952222219999996,2255185.939045,4894716.271473
"643","29030080",PUERTO SANTANDER,"5",10.004472220000000,-75.319166670000001,2664407.820673,4745869.280738
"644","21245140",SANTA ISABEL,"2288",4.711861110000000,-75.094455560000000,2079003.921715,4767763.514055
"645","22050100",GUAYABOS LOS,"330",4.656555560000000,-75.096944440000001,2072889.796068,4767469.136235
"646","25020960",CORDOBA,"20",9.588055560000001,-74.825277779999993,2618023.829391,4799758.877484
"647","25021360",CAMPO ALEGRE,"20",8.924722220000000,-74.711944439999996,2544620.637069,4811843.103944
"648","25020820",ZAPATA,"50",8.602777780000000,-74.699722219999998,2509020.806169,4813025.879204
"649","26150060",ARAUCA,"917",5.108527780000000,-75.701666669999994,2123113.342760,4700568.210124
"650","28020410",SAN BENITO,"150",10.184166670000000,-73.317027780000004,2683390.741233,4965288.650578
"651","25021270",CANDELARIA,"20",9.073055560000000,-74.525555560000001,2560929.124768,4832402.022417
"652","25021030",SAN ZENON,"25",9.247500000000000,-74.501944440000003,2580203.187469,4835077.017649
"653","29040310",SAN PEDRITO ALERTA,"8",10.277888890000000,-74.920222219999999,2694360.717332,4789780.577020
"654","21190210",NILO,"322",4.305888890000001,-74.648666669999997,2033995.770069,4817107.124063
"655","28020600",RETORNO EL,"150",9.854722219999999,-73.357166669999998,2646984.637546,4960854.305586
"656","22050030",COLACHE HACIENDA,"384",3.795472220000000,-75.195638889999998,1977710.803153,4756250.666835
"657","23060190",UTICA,"497",5.196083330000000,-74.485500000000002,2132352.069180,4835423.420934
"658","21210080",SECRETO EL,"1482",4.494277780000000,-75.289944439999999,2055011.595933,4745999.209757
"659","21210180",TOCHE,"1991",4.519500000000000,-75.409833329999998,2057843.705151,4732702.742594
"660","24015280",GAMBITA,"1900",5.944722220000000,-73.343611109999998,2214892.442549,4961983.933820
"661","26110150",INMACULADA LA,"960",4.793833330000000,-75.986500000000007,2088434.338500,4668815.710185
"662","21160030",CUNDAY,"448",4.066388890000000,-74.687611110000006,2007531.012719,4812728.700960
"663","23080810",JORDAN EL,"1950",6.249500000000000,-74.828111109999995,2248909.270036,4797825.069388
"664","24035340",AEROPUERTO A LLERAS C,"2500",5.676944440000000,-72.967916669999994,2185292.041877,5003551.256688
"665","21165010",PST DE MONTA,"321",3.787611110000000,-74.917027779999998,1976768.195205,4787191.176421
"666","29030280",SAN BASILIO,"50",10.085833330000000,-75.200277779999993,2673316.737811,4758963.469989
"667","24065010",BRISAS LAS HACIENDA,"138",7.246111110000000,-73.790000000000006,2358760.569718,4912822.410420
"668","25020800",BUENAVISTA,"10",8.573055560000000,-74.529722219999996,2505656.186770,4831717.755663
"669","21235010",JERUSALEN,"297",4.561805560000000,-74.702388889999995,2062298.142548,4811210.794763
"670","21201310",PREVENTORIO INFANT,"2650",4.465444440000000,-74.267499999999998,2051548.897787,4859429.130713
"671","25021090",SANTA ROSA,"40",9.093333330000000,-74.313888890000001,2563079.756388,4855668.114882
"672","25021320",SUDAN EL,"23",8.643333330000003,-74.212222220000001,2513299.672126,4866675.686768
"673","23200060",SANTO DOMINGO,"80",7.670555560000000,-73.941944440000000,2405701.735122,4896153.891410
"674","23060150",PUERTO LIBRE,"1836",5.758277780000000,-74.627333329999999,2194535.719955,4819874.410788
"675","22060090",OLAYA HERRERA,"450",3.815416670000000,-75.330055560000005,1979955.352276,4741326.350180
"676","23180120",COQUERA LA,"170",7.222777780000000,-73.919166669999996,2356208.653177,4898562.371957
"677","26180220",LA  PINTADA ALERTAS,"608",5.733555560000000,-75.598555559999994,2192199.398900,4712300.590432
"678","25021290",JOLON EL,"25",9.101388890000001,-74.408888890000000,2564009.466153,4845233.797473
"679","23040070",CANAVERAL,"189",5.328416670000000,-74.941972219999997,2147119.657644,4784880.037101
"680","25020790",PALMARITO,"50",8.718888890000002,-74.717777780000006,2521866.768614,4811097.121472
"681","25021560",ISLA DEL COCO,"20",8.902777779999999,-74.798611109999996,2542239.656813,4802302.985425
"682","27020190",YARUMAL,"2400",6.955972220000000,-75.415555560000001,2327305.013128,4733204.007381
"683","22075030",RIOMANSO,"253",4.206777780000001,-75.415583330000004,2023261.865216,4731953.588320
"684","24015270",VELEZ GRANJA,"2170",5.997222220000000,-73.672777780000004,2220727.428762,4925571.796825
"685","28040400",PALMASOLA,"50",9.977416670000000,-73.889305559999997,2660654.809616,4902564.684537
"686","22020070",CONDOR EL,"755",3.328166670000000,-75.613055560000006,1926153.359257,4709734.997335
"687","29030380",SABANAS DE MUCACAL,"10",9.879805559999999,-75.388694439999995,2650672.893442,4738147.102808
"688","23110060",PADILLA,"171",6.193611110000000,-74.333055560000005,2242567.476898,4852570.315783
"689","21040040",PUENTE BALSEADERO,"688",2.232361110000000,-75.648555560000005,1804960.291824,4705516.813719
"690","26250060",PUERTO RAUDAL,"125",7.369916670000000,-75.327611110000007,2373035.242096,4743154.742363
"691","24030580",JERICO,"2962",6.141472220000000,-72.593333329999993,2236638.216536,5044976.198420
"692","21210190",RESACA LA,"1250",4.274500000000000,-75.148416670000003,2030663.155467,4761635.347627
"693","25025160",CUBA HACIENDA,"50",8.003888890000002,-75.402777779999994,2443196.584690,4735249.201278
"694","26120160",SALENTO,"26",4.636277780000000,-75.569166670000001,2070820.309769,4715064.422755
"695","21201550",ROBLE EL,"2560",4.796666670000000,-74.226388889999996,2088147.256548,4864052.494886
"696","26185040",SAN FELIX,"2690",5.372944440000000,-75.375333330000004,2152212.085773,4736869.216144
"697","26115040",CENT ADMO LA UNION,"934",4.531222220000000,-76.062166669999996,2059413.476812,4660290.546021
"698","21201630",TABIO GRANJA,"2600",4.933055560000000,-74.065611110000006,2103190.153102,4881900.983210
"699","24050070",PUTANA LA,"150",7.127166670000000,-73.520555560000005,2345573.406236,4942542.039618
"700","29060550",RUBY EL,"20",10.845138889999999,-74.188222220000000,2756679.579218,4870170.017676
"701","21140100",SAN JUANITO,"368",3.423000000000000,-75.104638890000004,1936503.401871,4766262.413319
"702","29060060",CENIZO EL,"450",10.651611109999999,-74.073222220000005,2735239.849543,4882662.091518
"703","26140080",TAIJARA ALEJANDRIA,"1478",5.280805560000000,-75.825833329999995,2142231.310920,4686880.895323
"704","24030310",COMBITA,"2820",5.628916670000000,-73.323999999999998,2179994.985932,4964133.772827
"705","23060170",PALMA LA,"1462",5.349361110000000,-74.389111110000002,2149269.182875,4846142.115467
"706","25021020",TIERRA GRATA,"25",9.436666669999999,-74.739166670000003,2601236.602575,4809124.487574
"707","23190600",PANTANO EL,"1280",6.997500000000000,-73.230277779999994,2331218.742441,4974575.558327
"708","25020750",TABLITAS LAS,"60",9.011388889999999,-75.168888890000005,2554469.066303,4761657.127327
"709","21255110",SANTA ISABEL,"2817",4.701750000000000,-75.131833330000006,2077898.511194,4763613.710262
"710","29030570",HAYA LA,"100",9.958333330000000,-75.186111109999999,2659205.391786,4760422.441352
"711","25025080",AEROPUERTO RAFAEL BARVO,"166",9.333888890000001,-75.283055559999994,2590213.312754,4749331.641019
"712","25020950",SAN ANTONIO ALERTA,"10",9.041944440000000,-74.771111110000007,2557611.813605,4805400.821545
"713","25021310",POZON EL,"20",9.004166670000000,-74.405833329999993,2553260.718614,4845528.013969
"714","25010080",PICA PICA,"100",8.031111109999999,-75.683055560000000,2446399.140057,4704365.675471
"715","28035040",GUAYMARAL,"50",9.904916670000000,-73.647527780000004,2652580.145008,4929040.305139
"716","26030030",CABANA INDERENA,"2658",2.640666670000000,-76.909027780000002,1850491.790192,4565317.577285
"717","22050080",PAN DE AZUCAR,"1800",3.379527780000000,-75.508138889999998,1931803.391366,4721411.574861
"718","29015020",CARMEN DE BOLIVAR,"152",9.715750000000000,-75.106416670000002,2632321.704270,4768991.433634
"719","26230180",LLANOS DE SAN JUAN,"1600",6.427000000000000,-75.717749999999995,2268969.978486,4699480.105553
"720","21201140",ESPERANZA LA,"2555",4.802166670000000,-74.179972219999996,2088746.061420,4869199.653599
"721","29010130",INDUGAN HACIENDA,"20",9.814444440000001,-74.852222220000002,2643071.954250,4796938.392045
"722","22045010",DEMOSTRACION GRANJA,"908",3.722444440000000,-75.503444439999996,1969727.092985,4722036.037523
"723","21115080",VILLAVIEJA FFCC,"430",3.183055560000000,-75.247500000000002,1910007.663629,4750328.628376
"724","23050230",SAN JOSE PENSILVAN,"216",5.374305560000000,-75.149166670000000,2152269.864605,4761935.904280
"725","21095010",JUNCAL EL,"460",2.828805560000000,-75.331166670000002,1870855.166547,4740945.556932
"726","21240070",ANZOATEGUI,"1814",4.637500000000000,-75.090000000000003,2070780.609432,4768233.318203
"727","21140130",LIBANO EL,"20",3.645472220000000,-74.666888889999996,1960999.158850,4814937.808150
"728","28035010",VILLA ROSA,"70",10.190666670000001,-73.547388889999993,2684142.798021,4940067.070898
"729","24020150",MAMONAL EL HACIENDA,"1408",6.576666670000000,-73.106166669999993,2284711.125264,4988268.222391
"730","29035110",SAN PABLO,"20",10.043166670000000,-75.258611110000004,2668641.354407,4752537.542199
"731","29065030",PRADO SEVILLA,"18",10.764166670000000,-74.154722219999996,2747714.352816,4873797.011625
"732","21080100",HERRERAS LAS,"1800",2.772833330000000,-75.613055560000006,1864731.220591,4709585.821033
"733","24030940",SENA,"2500",5.756055560000000,-72.907888889999995,2194034.292929,5010194.247527
"734","23175020",AEROPUERTO OTU,"643",7.011750000000000,-74.716305559999995,2333133.755177,4810485.204229
"735","24030350",DUITAMA,"2540",5.830083330000000,-73.044611110000005,2202213.521744,4995063.382301
"736","25021260",BARRANCO DE YUCA,"70",9.173888890000001,-74.850833330000000,2572244.290967,4796713.188850
"737","26225030",COTOVE HACIENDA,"534",6.533916670000000,-75.827333330000002,2280864.130428,4687419.198158
"738","23050080",MARQUETALIA,"1550",5.298916670000000,-75.057472219999994,2143899.467388,4772069.502046
"739","25025190",PLANETA RICA,"90",8.399333329999999,-75.583722219999999,2487060.420339,4715580.748970
"740","23060140",TUSCOLO EL,"985",5.069444440000000,-74.608055559999997,2118386.895234,4821807.098442
"741","24030410",TIBASOSA,"2500",5.743833330000000,-73.004916670000000,2192682.954248,4999455.844151
"742","21205740",SILOS,"2709",5.117722220000000,-73.701416670000000,2123542.758391,4922288.146288
"743","29035040",NUEVA FLORIDA,"13",9.944166670000000,-75.351388889999996,2657762.618597,4742289.114904
"744","21210020",JUNTAS LAS,"1765",4.556305560000000,-75.321638890000003,2061881.910199,4742503.699306
"745","21210120",ESMERALDA LA,"1965",4.490916670000000,-75.239416669999997,2054622.559020,4751605.486289
"746","28010200",HATICO D LOS INDIO,"594",10.860222220000001,-73.114166670000003,2758095.680493,4987527.140480
"747","25021340",ESPERANZA LA,"18",9.249166669999999,-74.736111109999996,2580504.284443,4809357.928075
"748","23215030",AGUAS CLARAS,"208",8.228888890000000,-73.602777779999997,2467337.523311,4933637.338293
"749","25025210",PINILLOS,"10",8.911388890000000,-74.457777780000001,2543026.745990,4839778.594858
"750","25025240",MAJAGUAL,"26",8.544000000000000,-74.542694440000005,2502449.831714,4830277.498645
"751","21195110",PENAS BLANCAS,"250",3.964722220000000,-74.443749999999994,1996241.715306,4839775.907591
"752","22060080",PANDO EL,"976",3.766388890000000,-75.548555559999997,1974601.693162,4717038.089528
"753","25020770",SAN PEDRO,"200",9.403055560000000,-75.052777780000000,2597706.662020,4774670.546262
"754","21255120",VILLAHERMOSA,"269",5.016852780000000,-75.117611109999999,2112734.220167,4765300.572248
"755","28020590",LETICIA,"140",10.152388889999999,-73.221722220000004,2679869.948815,4975721.310005
"756","21205910",COSECHA LA,"2600",4.989222220000000,-74.001194440000006,2109386.103214,4889050.246580
"757","21210030",PASTALES,"1602",4.511055560000000,-75.300833330000003,2056870.700291,4744796.621130
"758","24010170",GUACHETA,"2690",5.385888890000000,-73.691055559999995,2153174.754367,4923468.853915
"759","26225040",PIUNTI HACIENDA,"1650",6.729500000000000,-75.912972220000000,2302557.667477,4678070.518639
"760","21120010",PARAGUAY HACIENDA,"1300",2.977750000000000,-75.485388889999996,1887362.952353,4723833.151021
"761","29010050",ZAMBRANO,"15",9.699444440000001,-74.815555560000007,2630334.416617,4800891.189793
"762","23065120",CABRERA LA,"20",5.141555560000000,-74.139361109999996,2126246.273126,4873766.659577
"763","23205020",COL COOPERATIVO,"165",7.475000000000000,-73.925555560000006,2384085.179387,4897914.848226
"764","23040030",IDEMA-DORADA,"192",5.479194440000000,-74.676166670000001,2163700.608588,4814379.276555
"765","26075010",PALMIRA ICA,"118",3.513472220000000,-76.314888890000006,1946896.616281,4631766.554742
"766","23060110",CAPARRAPI,"1270",5.352194440000000,-74.494777780000007,2149609.829932,4834436.707510
"767","26045010",INGENIO BENGALA,"983",3.262805560000000,-76.414472219999993,1919191.199804,4620593.624781
"768","29030150",SAN CRISTOBAL,"70",9.868055560000000,-75.250277780000005,2649267.843941,4753319.447132
"769","29060200",MARIA LA,"30",10.540666670000000,-74.186972220000001,2723020.780795,4870177.219848
"770","25020970",ARENAL,"74",8.459444440000000,-73.941111109999994,2492891.183222,4896446.711160
"771","23085220",SAN CARLOS,"1113",6.157666670000000,-75.038916670000006,2238841.189360,4774463.368252
"772","22055020",MESA DE POLE,"699",3.455777780000000,-75.536361110000001,1940244.639176,4718297.059245
"773","26105230",MATEGUADUA,"1119",4.028333330000000,-76.168527780000005,2003814.372375,4648249.426392
"774","22050060",SAN JOSE D HERMOSA,"215",3.903527780000000,-75.693166669999997,1989819.306097,4701018.388929
"775","21205700",GUASCA,"2750",4.879861110000000,-73.868111110000001,2097280.051603,4903783.646907
"776","21190290",CARMEN DE APICALA,"321",4.161027780000001,-74.713111110000000,2017998.425473,4809920.620766
"777","24030670",SANTA ROSITA,"3240",6.139638890000000,-72.771000000000001,2236423.973239,5025326.704465
"778","26240170",PLAYALTA,"175",7.562555560000000,-75.448555560000003,2394413.076175,4729919.537895
"779","26105150",SAN MARCOS,"111",4.238916670000000,-76.033055559999994,2027057.287986,4663392.047733
"780","23025020",ESPERANZA LA,"208",5.262638890000000,-74.729138890000002,2139778.059677,4808443.689284
"781","25021280",COYONGAL ALERTAS,"20",8.968333330000000,-74.511944439999994,2549345.835276,4833849.766663
"782","29035030",PRESA AY GRANDE,"60",9.879444440000000,-75.326583330000005,2650584.826742,4744959.148567
"783","24010150",SIMIJACA,"2590",5.511305560000000,-73.863694440000003,2167058.680295,4904368.461864
"784","25025170",COLOMBOY,"125",8.740861110000003,-75.498833329999997,2524776.749274,4725176.907597
"785","21105050",ROSALES LOS,"553",2.603055560000000,-75.418333329999996,1845909.984132,4731203.407075
"786","23085080",NUS GRANJA EXP EL,"859",6.483583330000000,-74.836694440000002,2274791.714989,4796967.524899
"787","26100400",ALCAZAR EL,"17",4.306861110000000,-76.018777779999994,2034568.792064,4665007.597218
"788","25025250",CHIRIGUANA,"40",9.361027780000001,-73.593388890000000,2592457.116311,4934869.176458
"789","25021470",TORNO EL HACIENDA,"60",8.576388890000000,-75.089722219999999,2506315.064992,4770092.309581
"790","24035300",SAN CRISTOBAL,"2700",5.596916670000000,-73.187722219999998,2176452.473624,4979218.421685
"791","21206060",CASABLANCA,"2575",4.717111110000000,-74.253333330000004,2079360.206339,4861049.232947
"792","26160100",NEIRA,"198",5.163166670000000,-75.518444439999996,2129073.950079,4720912.372952
"793","29030530",PLATANO,"60",9.919166669999999,-75.235833330000006,2654910.013266,4754941.565700
"794","21180120",LORENA LA HACIENDA,"450",4.029166670000001,-75.105555559999999,2003524.460688,4766320.694632
"795","23065100",SABANETA,"2475",4.901750000000000,-74.307388889999999,2099777.914810,4855094.400347
"796","25021330",GUAYMARAL,"20",9.115444439999999,-74.613472220000006,2565657.190275,4822761.960543
"797","23070010",CLARO DE LUNA,"3347",5.861416670000000,-74.762027779999997,2205981.863701,4804996.453516
"798","21210140",PLAN EL,"388",4.383750000000000,-75.496861109999998,2042862.781910,4722992.885322
"799","21250050",ALTO DEL OSO,"3150",4.850000000000000,-75.250000000000000,2094332.831203,4750558.021851
"800","27015150",PROGRESO EL HACIENDA,"1345",6.447472220000000,-75.397166670000004,2271056.750149,4734961.458991
"801","21206280",ACAPULCO,"2650",4.653833330000000,-74.333055560000005,2072382.971315,4852195.999259
"802","23190500",SAN ALBERTO,"134",7.759722220000000,-73.388333329999995,2415460.808317,4957198.116858
"803","25010060",URE,"200",7.788055560000000,-75.538333330000000,2419412.639557,4720158.369809
"804","26240150",PUERTO VALDIVIA,"150",7.286027780000000,-75.396527780000000,2363797.553262,4735496.198463
"805","23195110",LLANO GRANDE,"777",7.025555560000000,-73.167222219999999,2334316.018601,4981538.505585
"806","24015120",ISLA DEL SANTUARIO,"2580",5.467277780000000,-73.734805559999998,2162174.270637,4918634.401455
"807","29030520",MONTECRISANTO,"70",9.949305560000001,-75.217194440000000,2658229.602528,4757007.714987
"808","23125060",ALBANIA,"1690",5.758333330000000,-73.913333330000000,2194365.999608,4898914.538990
"809","25025020",MONTERREY FORESTAL,"25",9.731666669999999,-74.838055560000001,2633910.538650,4798442.150078
"810","27040030",ESMERALDA LA,"100",7.751111110000000,-74.853055560000001,2414935.291509,4795720.061803
"811","23065110",YACOPI,"1347",5.484166670000000,-74.354583329999997,2164160.195489,4850000.383782
"812","21185080",VALLE DE SAN JUAN,"591",4.216458330000000,-75.104611109999993,2024232.253600,4766480.271019
"813","21050110",INZA,"1800",2.548194440000000,-76.063944440000000,1839995.962169,4659368.031779
"814","23095010",AEROPUERTO PUERTO BERRIO,"150",6.465000000000000,-74.412222220000004,2272587.349078,4843894.686962
"815","23080920",SANTUARIO,"1250",6.133055560000000,-75.273583329999994,2236224.478369,4748481.218309
"816","21190410",GRANJA LA HACIENDA,"1104",4.164611110000000,-74.587333330000007,2018365.323485,4823880.873061
"817","23020080",MANZANARES,"1974",5.265611110000000,-75.144083330000001,2140249.329835,4762457.528843
"818","25020480",PAJAROS  LOS,"25",8.340555560000000,-74.867777779999997,2480113.966269,4794394.000751
"819","24030500",COL DPTAL AGROP,"2900",5.558833330000000,-73.281666670000007,2172248.510128,4968816.326746
"820","21105030",ALGECIRAS,"1155",2.521694440000000,-75.322249999999997,1836893.056799,4741872.699517
